flow_id,src_device_id,dst_device_id,src_ip,dst_ip,src_port,dst_port,protocol,bytes_sent,bytes_received,packet_count,duration_seconds,timestamp,status,severity
FLOW_001996,DEV_00173,DEV_00099,192.168.211.186,192.168.132.226,47774,162,UDP,45786434,41879040,8090,2844,2025-12-29T23:27:53.543820,success,critical
FLOW_001997,DEV_00238,DEV_00269,192.168.66.157,192.168.226.12,54479,139,TCP,16728625,6619298,7830,434,2025-12-30T07:27:53.543858,blocked,low
FLOW_001998,DEV_00084,DEV_00136,192.168.16.213,192.168.191.198,20210,139,TCP,20921552,24445235,5012,1706,2025-12-29T00:27:53.543896,success,high
FLOW_001999,DEV_00228,DEV_00039,192.168.209.88,192.168.100.252,56176,53,DNS,6201505,38477931,18,2796,2025-12-29T08:27:53.543933,success,low
FLOW_002000,DEV_00163,DEV_00028,192.168.119.95,192.168.80.47,0,0,ICMP,12888774,17056912,131,501,2025-12-26T18:27:53.543975,timeout,low
FLOW_002001,DEV_00046,DEV_00238,192.168.218.156,192.168.66.157,7857,3306,TCP,43637724,2467755,1867,425,2026-01-01T08:27:53.544028,success,low
FLOW_002002,DEV_00268,DEV_00045,192.168.195.125,192.168.115.11,2964,53,DNS,21334073,31549897,9629,1560,2025-12-29T21:27:53.544068,timeout,low
FLOW_002003,DEV_00033,DEV_00293,192.168.116.232,192.168.53.59,51787,8080,TCP,19513309,8716213,6544,2961,2026-01-02T02:27:53.544106,success,medium
FLOW_002004,DEV_00077,DEV_00150,192.168.48.240,192.168.90.247,28624,5432,TCP,13809449,18202346,2836,1241,2026-01-01T23:27:53.544143,blocked,low
FLOW_002005,DEV_00163,DEV_00150,192.168.119.95,192.168.90.247,29630,53,DNS,18438296,35444942,2399,520,2025-12-31T06:27:53.544182,timeout,low
FLOW_002006,DEV_00151,DEV_00065,192.168.53.133,192.168.103.129,6216,8443,TCP,34307045,17563262,6569,225,2025-12-31T07:27:53.544219,success,high
FLOW_002007,DEV_00179,DEV_00051,192.168.80.45,192.168.203.36,0,0,ICMP,15976436,18728685,6933,1602,2025-12-30T07:27:53.544256,success,medium
FLOW_002008,DEV_00218,DEV_00132,192.168.188.64,192.168.96.178,0,0,ICMP,6613646,29068646,4439,2378,2025-12-30T08:27:53.544293,success,low
FLOW_002009,DEV_00148,DEV_00053,192.168.95.226,192.168.133.89,58803,3306,TCP,31930837,43839929,1717,917,2025-12-26T20:27:53.544330,success,low
FLOW_002010,DEV_00124,DEV_00054,192.168.131.192,192.168.42.83,33553,139,TCP,40172914,45898625,755,2618,2025-12-28T13:27:53.544372,success,low
FLOW_002011,DEV_00165,DEV_00233,192.168.249.37,192.168.83.62,8329,53,DNS,918872,18407355,1754,2849,2025-12-30T06:27:53.544412,success,high
FLOW_002012,DEV_00251,DEV_00157,192.168.244.193,192.168.128.244,16629,53,DNS,47119541,14958431,6090,2681,2025-12-26T17:27:53.544450,blocked,low
FLOW_002013,DEV_00245,DEV_00018,192.168.27.158,192.168.206.243,28979,139,TCP,24176127,10484967,5954,3428,2025-12-31T03:27:53.544487,success,medium
FLOW_002014,DEV_00164,DEV_00025,192.168.163.215,192.168.134.157,0,0,ICMP,37816546,14379295,7772,76,2026-01-01T19:27:53.544524,blocked,low
FLOW_002015,DEV_00204,DEV_00287,192.168.163.237,192.168.91.172,43246,53,DNS,49509771,41617895,5883,693,2025-12-27T16:27:53.544561,success,medium
FLOW_002016,DEV_00182,DEV_00017,192.168.203.164,192.168.221.81,0,0,ICMP,33701512,4524639,8703,1094,2025-12-28T22:27:53.544598,success,low
FLOW_002017,DEV_00204,DEV_00106,192.168.163.237,192.168.145.63,6067,162,UDP,42644268,6365326,1490,2445,2025-12-30T00:27:53.544637,blocked,low
FLOW_002018,DEV_00196,DEV_00091,192.168.11.109,192.168.115.154,43365,53,DNS,34260684,35751736,893,1613,2025-12-28T08:27:53.544676,success,low
FLOW_002019,DEV_00061,DEV_00237,192.168.24.242,192.168.213.163,0,0,ICMP,37205926,9967112,2634,859,2025-12-31T03:27:53.544727,timeout,low
FLOW_002020,DEV_00256,DEV_00071,192.168.111.81,192.168.77.58,0,0,ICMP,34836530,23087832,7037,505,2025-12-29T04:27:53.544764,success,low
FLOW_002021,DEV_00134,DEV_00048,192.168.222.92,192.168.7.189,52873,123,UDP,33340122,43802720,8112,773,2026-01-01T04:27:53.544805,success,low
FLOW_002022,DEV_00251,DEV_00131,192.168.244.193,192.168.209.173,52427,53,UDP,45381399,20771535,2484,49,2025-12-27T05:27:53.544843,success,low
FLOW_002023,DEV_00247,DEV_00134,192.168.115.46,192.168.222.92,43588,139,TCP,30557731,4396103,4720,588,2025-12-30T01:27:53.544883,success,medium
FLOW_002024,DEV_00291,DEV_00070,192.168.133.138,192.168.81.245,0,0,ICMP,38566077,24436857,5890,2823,2025-12-27T20:27:53.544922,success,low
FLOW_002025,DEV_00115,DEV_00204,192.168.100.200,192.168.163.237,0,0,ICMP,32787038,14150375,7552,2397,2025-12-29T23:27:53.544969,success,low
FLOW_002026,DEV_00051,DEV_00218,192.168.203.36,192.168.188.64,39231,443,TCP,5708868,16062826,5263,425,2026-01-01T14:27:53.545018,success,low
FLOW_002027,DEV_00107,DEV_00026,192.168.15.164,192.168.25.143,32181,8080,TCP,12598034,25028732,736,730,2025-12-30T22:27:53.545057,success,low
FLOW_002028,DEV_00148,DEV_00054,192.168.95.226,192.168.42.83,10161,123,UDP,12170955,15310801,2797,137,2025-12-27T18:27:53.545094,success,low
FLOW_002029,DEV_00243,DEV_00031,192.168.225.217,192.168.232.214,0,0,ICMP,16680130,32214921,205,2158,2025-12-29T22:27:53.545132,success,low
FLOW_002030,DEV_00246,DEV_00087,192.168.248.142,192.168.9.74,63274,80,TCP,28471095,49701148,9084,762,2026-01-01T05:27:53.545171,success,low
FLOW_002031,DEV_00108,DEV_00230,192.168.231.223,192.168.221.176,8017,3389,TCP,15561647,5000585,7368,3451,2025-12-27T21:27:53.545211,success,medium
FLOW_002032,DEV_00127,DEV_00278,192.168.166.28,192.168.59.241,30139,5432,TCP,43622410,29371702,3799,2228,2026-01-01T09:27:53.545249,success,medium
FLOW_002033,DEV_00129,DEV_00296,192.168.193.181,192.168.179.133,0,0,ICMP,20548766,24578410,5140,1264,2026-01-02T09:27:53.545285,success,low
FLOW_002034,DEV_00008,DEV_00166,192.168.111.25,192.168.164.210,24359,161,UDP,43621653,34071637,8509,534,2025-12-31T12:27:53.545322,blocked,low
FLOW_002035,DEV_00064,DEV_00263,192.168.212.254,192.168.2.81,37423,443,TCP,37893170,43749020,3816,2120,2025-12-30T06:27:53.545359,success,high
FLOW_002036,DEV_00274,DEV_00144,192.168.67.237,192.168.5.32,39792,53,DNS,22858129,34591042,7977,3016,2025-12-29T22:27:53.545397,success,low
FLOW_002037,DEV_00151,DEV_00052,192.168.53.133,192.168.184.185,0,0,ICMP,14520099,49895878,555,1828,2026-01-02T12:27:53.545435,success,low
FLOW_002038,DEV_00032,DEV_00207,192.168.36.224,192.168.154.206,60361,123,UDP,6080881,6702209,9399,3231,2026-01-01T23:27:53.545473,success,low
FLOW_002039,DEV_00171,DEV_00174,192.168.32.4,192.168.115.227,40015,123,UDP,32888441,13795107,1879,3445,2025-12-31T16:27:53.545510,success,low
FLOW_002040,DEV_00040,DEV_00240,192.168.35.12,192.168.178.149,63146,3306,TCP,32591212,38402239,3470,113,2025-12-29T06:27:53.545550,success,low
FLOW_002041,DEV_00027,DEV_00008,192.168.101.34,192.168.111.25,0,0,ICMP,34719527,8696759,748,1954,2026-01-01T04:27:53.545589,blocked,low
FLOW_002042,DEV_00230,DEV_00153,192.168.221.176,192.168.45.196,29309,514,UDP,18120591,32090336,4004,604,2025-12-29T20:27:53.545627,blocked,high
FLOW_002043,DEV_00218,DEV_00169,192.168.188.64,192.168.24.41,44315,514,UDP,1615912,22500938,3595,1576,2025-12-29T00:27:53.545664,success,low
FLOW_002044,DEV_00231,DEV_00082,192.168.4.181,192.168.177.31,23672,445,TCP,36824953,44388109,9927,93,2025-12-31T05:27:53.545701,success,high
FLOW_002045,DEV_00276,DEV_00051,192.168.99.34,192.168.203.36,57365,53,DNS,18634844,21597970,7144,1338,2025-12-28T22:27:53.545741,timeout,medium
FLOW_002046,DEV_00041,DEV_00230,192.168.76.52,192.168.221.176,0,0,ICMP,2256049,21112161,4274,228,2025-12-26T22:27:53.545779,success,low
FLOW_002047,DEV_00190,DEV_00167,192.168.141.216,192.168.180.213,53293,53,DNS,645671,37847924,2865,199,2026-01-01T11:27:53.545816,success,low
FLOW_002048,DEV_00125,DEV_00019,192.168.124.27,192.168.102.223,15709,5432,TCP,42122384,5264004,4977,3577,2026-01-02T08:27:53.545853,success,low
FLOW_002049,DEV_00246,DEV_00010,192.168.248.142,192.168.30.196,17725,5432,TCP,29084633,24115706,5078,2127,2025-12-30T23:27:53.545890,success,low
FLOW_002050,DEV_00151,DEV_00020,192.168.53.133,192.168.187.246,47764,8443,TCP,17104137,24077761,4137,2553,2025-12-28T18:27:53.545933,success,medium
FLOW_002051,DEV_00275,DEV_00226,192.168.57.213,192.168.60.117,0,0,ICMP,27265634,1270247,4631,2260,2025-12-27T12:27:53.545996,success,medium
FLOW_002052,DEV_00069,DEV_00163,192.168.39.106,192.168.119.95,4990,53,DNS,12912927,35590902,657,2854,2025-12-28T16:27:53.546067,success,medium
FLOW_002053,DEV_00260,DEV_00058,192.168.37.42,192.168.88.156,59511,53,UDP,25773729,23683084,2908,2791,2025-12-26T16:27:53.546116,success,low
FLOW_002054,DEV_00290,DEV_00169,192.168.118.230,192.168.24.41,16769,80,TCP,22696204,1445242,7205,3556,2026-01-01T22:27:53.546155,success,low
FLOW_002055,DEV_00141,DEV_00248,192.168.148.162,192.168.150.217,51240,53,DNS,12662935,6813186,663,2830,2025-12-31T06:27:53.546195,success,low
FLOW_002056,DEV_00235,DEV_00206,192.168.141.1,192.168.220.57,11651,53,DNS,20621927,25216451,1642,1693,2025-12-28T06:27:53.546240,success,low
FLOW_002057,DEV_00215,DEV_00145,192.168.229.233,192.168.168.93,0,0,ICMP,16864236,45847792,5061,345,2025-12-27T22:27:53.546278,success,low
FLOW_002058,DEV_00046,DEV_00125,192.168.218.156,192.168.124.27,9346,53,DNS,45825313,45680850,4581,3144,2025-12-28T10:27:53.546316,blocked,low
FLOW_002059,DEV_00297,DEV_00235,192.168.221.67,192.168.141.1,0,0,ICMP,48156425,17861440,4914,2172,2025-12-27T13:27:53.546354,timeout,low
FLOW_002060,DEV_00159,DEV_00198,192.168.43.95,192.168.151.150,0,0,ICMP,27191083,15745686,9513,634,2025-12-26T20:27:53.546391,success,low
FLOW_002061,DEV_00258,DEV_00254,192.168.57.35,192.168.199.55,63779,445,TCP,16368283,32106226,6519,2729,2025-12-26T21:27:53.546431,success,low
FLOW_002062,DEV_00293,DEV_00241,192.168.53.59,192.168.247.88,35832,53,UDP,21584259,16658630,4502,3509,2026-01-01T03:27:53.546469,success,low
FLOW_002063,DEV_00233,DEV_00063,192.168.83.62,192.168.12.103,56512,53,DNS,20576448,29631341,7140,3305,2025-12-28T19:27:53.546506,success,low
FLOW_002064,DEV_00030,DEV_00043,192.168.185.113,192.168.250.48,13457,8080,TCP,10984602,25538237,4157,517,2025-12-30T01:27:53.546543,success,low
FLOW_002065,DEV_00230,DEV_00223,192.168.221.176,192.168.70.160,61864,53,DNS,35631371,23826217,6898,3081,2025-12-28T22:27:53.546580,success,low
FLOW_002066,DEV_00224,DEV_00109,192.168.200.68,192.168.151.37,4065,53,DNS,18620972,29885877,7832,1972,2026-01-01T12:27:53.546618,success,low
FLOW_002067,DEV_00240,DEV_00029,192.168.178.149,192.168.198.139,24957,53,UDP,46789212,5741384,5907,1510,2025-12-30T16:27:53.546655,success,low
FLOW_002068,DEV_00276,DEV_00165,192.168.99.34,192.168.249.37,22242,53,DNS,24843948,26135156,3556,2010,2025-12-30T22:27:53.546693,blocked,low
FLOW_002069,DEV_00138,DEV_00184,192.168.222.31,192.168.85.191,0,0,ICMP,47615096,44902903,7766,1599,2025-12-29T08:27:53.546729,success,medium
FLOW_002070,DEV_00095,DEV_00002,192.168.106.248,192.168.151.83,0,0,ICMP,14483285,662086,7371,658,2025-12-28T16:27:53.546767,blocked,low
FLOW_002071,DEV_00074,DEV_00245,192.168.232.136,192.168.27.158,22453,53,DNS,4039465,48143234,9108,2381,2025-12-30T19:27:53.546810,blocked,medium
FLOW_002072,DEV_00219,DEV_00207,192.168.77.243,192.168.154.206,27877,8443,TCP,40945069,36259434,519,3228,2025-12-26T22:27:53.546848,success,low
FLOW_002073,DEV_00157,DEV_00136,192.168.128.244,192.168.191.198,60299,514,UDP,19157727,13190077,5914,190,2026-01-02T02:27:53.546888,timeout,low
FLOW_002074,DEV_00053,DEV_00223,192.168.133.89,192.168.70.160,0,0,ICMP,33268004,31342250,8619,1049,2026-01-01T05:27:53.546926,success,low
FLOW_002075,DEV_00289,DEV_00034,192.168.88.243,192.168.129.96,13675,8443,TCP,39053561,22392508,365,3501,2025-12-28T16:27:53.546969,blocked,low
FLOW_002076,DEV_00019,DEV_00052,192.168.102.223,192.168.184.185,5870,53,DNS,28661740,41141125,7815,2172,2026-01-02T01:27:53.547015,success,low
FLOW_002077,DEV_00245,DEV_00024,192.168.27.158,192.168.129.39,5173,3306,TCP,14479434,20661167,9504,76,2026-01-01T04:27:53.547054,success,medium
FLOW_002078,DEV_00092,DEV_00223,192.168.75.60,192.168.70.160,52144,161,UDP,41843670,18884980,1610,2262,2026-01-02T16:27:53.547091,success,low
FLOW_002079,DEV_00181,DEV_00061,192.168.221.94,192.168.24.242,46523,443,TCP,38410734,20168144,6899,1077,2026-01-02T06:27:53.547130,success,critical
FLOW_002080,DEV_00284,DEV_00237,192.168.112.23,192.168.213.163,29508,8080,TCP,39602616,23412935,1581,337,2025-12-26T17:27:53.547167,success,medium
FLOW_002081,DEV_00289,DEV_00031,192.168.88.243,192.168.232.214,0,0,ICMP,29005993,45632526,7099,2648,2025-12-27T12:27:53.547210,success,low
FLOW_002082,DEV_00149,DEV_00097,192.168.161.192,192.168.186.172,32590,161,UDP,45361375,19259814,2615,2171,2025-12-28T08:27:53.547249,success,low
FLOW_002083,DEV_00124,DEV_00158,192.168.131.192,192.168.207.110,0,0,ICMP,652979,49058699,2947,3581,2025-12-28T22:27:53.547288,success,low
FLOW_002084,DEV_00233,DEV_00296,192.168.83.62,192.168.179.133,5914,162,UDP,10629038,24008296,773,3447,2025-12-30T04:27:53.547326,success,low
FLOW_002085,DEV_00075,DEV_00144,192.168.247.141,192.168.5.32,0,0,ICMP,46370563,31262953,2362,1617,2025-12-27T18:27:53.547364,success,medium
FLOW_002086,DEV_00124,DEV_00263,192.168.131.192,192.168.2.81,0,0,ICMP,11507035,35337455,7156,1813,2025-12-31T22:27:53.547401,success,low
FLOW_002087,DEV_00276,DEV_00197,192.168.99.34,192.168.102.142,20328,22,TCP,29736947,25461189,2719,2445,2025-12-29T16:27:53.547441,blocked,high
FLOW_002088,DEV_00094,DEV_00146,192.168.39.77,192.168.181.25,21782,445,TCP,14791007,4986867,8427,206,2026-01-01T04:27:53.547479,success,low
FLOW_002089,DEV_00005,DEV_00237,192.168.160.163,192.168.213.163,5550,443,TCP,39939389,18779189,4095,3223,2025-12-31T01:27:53.547516,success,critical
FLOW_002090,DEV_00187,DEV_00226,192.168.76.6,192.168.60.117,41677,8443,TCP,14899443,23998533,5217,123,2026-01-01T20:27:53.547553,success,low
FLOW_002091,DEV_00041,DEV_00016,192.168.76.52,192.168.137.181,22211,139,TCP,20276564,24788672,6492,1815,2025-12-31T07:27:53.547593,timeout,low
FLOW_002092,DEV_00030,DEV_00024,192.168.185.113,192.168.129.39,46444,445,TCP,18470605,38066077,3132,378,2025-12-28T21:27:53.547632,success,high
FLOW_002093,DEV_00120,DEV_00004,192.168.239.145,192.168.110.176,7817,162,UDP,14301670,30410093,3501,967,2025-12-27T08:27:53.547671,success,low
FLOW_002094,DEV_00003,DEV_00052,192.168.132.152,192.168.184.185,0,0,ICMP,27765147,10501612,1267,3388,2025-12-27T19:27:53.547712,success,low
FLOW_002095,DEV_00134,DEV_00008,192.168.222.92,192.168.111.25,6092,3306,TCP,35179785,25586563,5492,1106,2025-12-27T09:27:53.547749,success,low
FLOW_002096,DEV_00161,DEV_00044,192.168.147.96,192.168.140.76,0,0,ICMP,36405679,48443785,688,3419,2025-12-30T18:27:53.547786,blocked,low
FLOW_002097,DEV_00016,DEV_00018,192.168.137.181,192.168.206.243,0,0,ICMP,5563796,21195148,3981,287,2026-01-01T12:27:53.547823,success,low
FLOW_002098,DEV_00209,DEV_00030,192.168.87.254,192.168.185.113,27646,514,UDP,12787075,47163059,4499,3264,2025-12-28T10:27:53.547861,timeout,low
FLOW_002099,DEV_00168,DEV_00132,192.168.43.116,192.168.96.178,0,0,ICMP,21261815,31688577,5743,34,2025-12-30T19:27:53.547898,success,low
FLOW_002100,DEV_00030,DEV_00200,192.168.185.113,192.168.13.191,0,0,ICMP,7357191,48916328,8071,1383,2025-12-30T22:27:53.547935,blocked,medium
FLOW_002101,DEV_00256,DEV_00056,192.168.111.81,192.168.243.165,37839,139,TCP,6518874,25681485,919,1512,2025-12-27T18:27:53.547982,success,low
FLOW_002102,DEV_00170,DEV_00183,192.168.132.13,192.168.46.187,37505,53,DNS,26943872,33011255,8995,1563,2025-12-30T05:27:53.548028,blocked,low
FLOW_002103,DEV_00047,DEV_00155,192.168.174.116,192.168.236.53,0,0,ICMP,41884834,17487119,2384,3067,2025-12-29T09:27:53.548066,success,low
FLOW_002104,DEV_00032,DEV_00179,192.168.36.224,192.168.80.45,22546,80,TCP,15256000,29410891,8395,2695,2025-12-29T06:27:53.548104,timeout,medium
FLOW_002105,DEV_00130,DEV_00229,192.168.221.126,192.168.29.34,10394,5432,TCP,4212418,27580538,9241,2726,2025-12-28T07:27:53.548141,success,low
FLOW_002106,DEV_00003,DEV_00229,192.168.132.152,192.168.29.34,36346,53,DNS,29470184,43847772,183,181,2025-12-29T03:27:53.548178,success,high
FLOW_002107,DEV_00185,DEV_00297,192.168.64.178,192.168.221.67,45044,53,DNS,39994862,43658247,7669,1604,2025-12-29T07:27:53.548216,success,low
FLOW_002108,DEV_00063,DEV_00237,192.168.12.103,192.168.213.163,3498,22,TCP,33172951,29019287,237,330,2025-12-28T19:27:53.548253,success,high
FLOW_002109,DEV_00275,DEV_00004,192.168.57.213,192.168.110.176,30435,445,TCP,37151365,16805590,2943,2077,2025-12-30T16:27:53.548290,timeout,low
FLOW_002110,DEV_00272,DEV_00220,192.168.155.184,192.168.243.233,53396,53,DNS,29089686,28713941,8007,538,2026-01-01T17:27:53.548327,success,low
FLOW_002111,DEV_00284,DEV_00120,192.168.112.23,192.168.239.145,0,0,ICMP,17377594,13777660,184,2602,2025-12-27T09:27:53.548367,success,low
FLOW_002112,DEV_00091,DEV_00188,192.168.115.154,192.168.87.153,15576,53,DNS,28375382,31129689,4603,3216,2026-01-02T03:27:53.548405,blocked,low
FLOW_002113,DEV_00024,DEV_00178,192.168.129.39,192.168.91.240,0,0,ICMP,46175949,31227476,6417,2421,2025-12-28T00:27:53.548442,timeout,low
FLOW_002114,DEV_00085,DEV_00177,192.168.24.231,192.168.92.197,9481,53,DNS,35709868,14507594,6808,394,2026-01-02T13:27:53.548480,blocked,low
FLOW_002115,DEV_00252,DEV_00020,192.168.227.83,192.168.187.246,27463,443,TCP,48163024,3172028,6534,2943,2025-12-31T03:27:53.548517,success,low
FLOW_002116,DEV_00173,DEV_00182,192.168.211.186,192.168.203.164,9101,8443,TCP,29401267,25419916,1269,1785,2025-12-29T07:27:53.548555,success,low
FLOW_002117,DEV_00178,DEV_00279,192.168.91.240,192.168.154.225,58267,53,DNS,25888041,3647522,2185,3198,2025-12-29T20:27:53.548592,success,medium
FLOW_002118,DEV_00097,DEV_00074,192.168.186.172,192.168.232.136,10734,443,TCP,21892820,18515957,5901,189,2025-12-27T20:27:53.548629,timeout,high
FLOW_002119,DEV_00138,DEV_00010,192.168.222.31,192.168.30.196,53502,53,DNS,13710731,43583582,9166,2040,2026-01-01T16:27:53.548670,blocked,low
FLOW_002120,DEV_00148,DEV_00061,192.168.95.226,192.168.24.242,4359,22,TCP,29327855,26139668,5295,2212,2025-12-30T14:27:53.548707,success,critical
FLOW_002121,DEV_00124,DEV_00290,192.168.131.192,192.168.118.230,2814,53,UDP,18565983,28896862,1025,923,2025-12-30T08:27:53.548747,blocked,medium
FLOW_002122,DEV_00274,DEV_00255,192.168.67.237,192.168.19.14,19106,3389,TCP,45851670,16440170,7715,1528,2025-12-27T01:27:53.548785,success,low
FLOW_002123,DEV_00027,DEV_00163,192.168.101.34,192.168.119.95,18247,162,UDP,990372,8488582,8014,2683,2025-12-28T01:27:53.548822,success,low
FLOW_002124,DEV_00135,DEV_00190,192.168.43.22,192.168.141.216,1311,22,TCP,21517997,42317425,828,3500,2026-01-01T10:27:53.548860,blocked,low
FLOW_002125,DEV_00252,DEV_00169,192.168.227.83,192.168.24.41,0,0,ICMP,36380883,34087558,13,2220,2025-12-30T16:27:53.548896,success,low
FLOW_002126,DEV_00262,DEV_00085,192.168.159.18,192.168.24.231,0,0,ICMP,29824100,10992297,5653,1290,2025-12-31T07:27:53.548932,success,low
FLOW_002127,DEV_00275,DEV_00185,192.168.57.213,192.168.64.178,56219,8080,TCP,3763968,7856288,3098,1350,2026-01-01T00:27:53.548976,success,low
FLOW_002128,DEV_00284,DEV_00262,192.168.112.23,192.168.159.18,50881,53,DNS,903299,48288545,5931,501,2025-12-31T11:27:53.549021,timeout,low
FLOW_002129,DEV_00272,DEV_00137,192.168.155.184,192.168.254.109,2630,8080,TCP,6213581,19427666,1678,521,2026-01-02T11:27:53.549059,timeout,high
FLOW_002130,DEV_00133,DEV_00022,192.168.178.236,192.168.78.204,0,0,ICMP,4546422,22227935,7019,2378,2025-12-27T06:27:53.549099,blocked,low
FLOW_002131,DEV_00079,DEV_00244,192.168.173.194,192.168.193.202,41981,53,DNS,25680925,37698866,9377,2392,2025-12-30T21:27:53.549140,success,low
FLOW_002132,DEV_00104,DEV_00022,192.168.142.106,192.168.78.204,25248,123,UDP,13667153,40448648,803,1538,2026-01-02T03:27:53.549178,success,low
FLOW_002133,DEV_00225,DEV_00042,192.168.61.1,192.168.74.92,55382,53,UDP,13662500,32023218,3371,2498,2025-12-30T12:27:53.549215,success,low
FLOW_002134,DEV_00036,DEV_00292,192.168.141.241,192.168.122.81,29221,162,UDP,38829455,19271389,3117,1765,2025-12-30T12:27:53.549252,success,low
FLOW_002135,DEV_00100,DEV_00044,192.168.222.57,192.168.140.76,0,0,ICMP,46505448,40009102,4596,1528,2025-12-29T05:27:53.549289,success,low
FLOW_002136,DEV_00279,DEV_00164,192.168.154.225,192.168.163.215,20261,8443,TCP,47059543,15617040,1776,2188,2025-12-28T22:27:53.549326,success,low
FLOW_002137,DEV_00117,DEV_00124,192.168.185.161,192.168.131.192,14031,22,TCP,18870515,10445898,3453,986,2025-12-31T08:27:53.549364,success,low
FLOW_002138,DEV_00054,DEV_00293,192.168.42.83,192.168.53.59,51389,53,DNS,21769937,1818393,2525,2031,2026-01-02T12:27:53.549401,success,low
FLOW_002139,DEV_00280,DEV_00223,192.168.177.206,192.168.70.160,34781,53,DNS,31360210,2691470,8196,2672,2026-01-01T01:27:53.549439,success,medium
FLOW_002140,DEV_00245,DEV_00261,192.168.27.158,192.168.19.75,28983,53,DNS,27737955,33787102,484,1462,2025-12-31T12:27:53.549476,timeout,low
FLOW_002141,DEV_00285,DEV_00270,192.168.243.199,192.168.168.230,13469,53,UDP,37865623,30896624,494,383,2025-12-27T05:27:53.549516,success,low
FLOW_002142,DEV_00238,DEV_00257,192.168.66.157,192.168.75.202,46074,445,TCP,24289290,6662372,8589,2837,2025-12-29T11:27:53.549557,success,low
FLOW_002143,DEV_00212,DEV_00097,192.168.121.33,192.168.186.172,35587,53,DNS,33922717,43548135,1124,1736,2025-12-27T21:27:53.549598,blocked,low
FLOW_002144,DEV_00205,DEV_00260,192.168.90.89,192.168.37.42,60457,443,TCP,32638068,39459672,779,1277,2025-12-31T23:27:53.549636,success,low
FLOW_002145,DEV_00166,DEV_00259,192.168.164.210,192.168.147.153,36802,80,TCP,45474090,30171360,9787,550,2026-01-01T00:27:53.549674,success,low
FLOW_002146,DEV_00234,DEV_00227,192.168.115.23,192.168.190.30,9105,22,TCP,37420645,4180198,8712,869,2025-12-30T21:27:53.549711,success,low
FLOW_002147,DEV_00178,DEV_00133,192.168.91.240,192.168.178.236,0,0,ICMP,36975766,38488048,739,3359,2025-12-30T19:27:53.549748,blocked,low
FLOW_002148,DEV_00214,DEV_00163,192.168.129.31,192.168.119.95,46378,53,DNS,49407628,42574069,2229,1585,2026-01-02T01:27:53.549784,success,low
FLOW_002149,DEV_00259,DEV_00016,192.168.147.153,192.168.137.181,28712,53,DNS,19974684,3765744,5255,2622,2025-12-27T05:27:53.549821,blocked,low
FLOW_002150,DEV_00114,DEV_00013,192.168.143.132,192.168.114.170,37447,53,DNS,47158049,14203511,7303,2147,2025-12-31T20:27:53.549859,blocked,low
FLOW_002151,DEV_00124,DEV_00226,192.168.131.192,192.168.60.117,28435,139,TCP,35400221,33319086,388,1177,2026-01-01T20:27:53.549904,success,high
FLOW_002152,DEV_00051,DEV_00122,192.168.203.36,192.168.123.150,47843,53,DNS,19039241,11213218,1966,3444,2025-12-28T14:27:53.549943,success,low
FLOW_002153,DEV_00247,DEV_00142,192.168.115.46,192.168.244.125,0,0,ICMP,7463357,33338478,8933,652,2025-12-28T21:27:53.549984,success,medium
FLOW_002154,DEV_00245,DEV_00210,192.168.27.158,192.168.104.170,3122,53,DNS,941907,29563644,8543,1124,2025-12-29T10:27:53.550056,success,low
FLOW_002155,DEV_00227,DEV_00231,192.168.190.30,192.168.4.181,0,0,ICMP,9322493,7841381,9838,2517,2025-12-28T12:27:53.550121,success,low
FLOW_002156,DEV_00065,DEV_00163,192.168.103.129,192.168.119.95,0,0,ICMP,10045558,17653876,5483,2303,2025-12-29T04:27:53.550163,success,low
FLOW_002157,DEV_00029,DEV_00239,192.168.198.139,192.168.238.163,65424,162,UDP,31687498,41331895,4455,179,2025-12-29T02:27:53.550204,success,low
FLOW_002158,DEV_00134,DEV_00054,192.168.222.92,192.168.42.83,11748,162,UDP,48135254,15662201,9137,1668,2025-12-27T23:27:53.550241,success,critical
FLOW_002159,DEV_00104,DEV_00276,192.168.142.106,192.168.99.34,11190,53,DNS,43412761,16970882,6943,2660,2025-12-28T08:27:53.550285,success,low
FLOW_002160,DEV_00221,DEV_00045,192.168.203.10,192.168.115.11,24643,8443,TCP,25026696,33369151,4412,2628,2025-12-27T19:27:53.550344,success,high
FLOW_002161,DEV_00041,DEV_00158,192.168.76.52,192.168.207.110,10569,162,UDP,15556905,42070419,6000,17,2025-12-26T19:27:53.550388,success,low
FLOW_002162,DEV_00220,DEV_00212,192.168.243.233,192.168.121.33,0,0,ICMP,42728105,2441226,9602,3275,2025-12-29T01:27:53.550425,success,low
FLOW_002163,DEV_00043,DEV_00004,192.168.250.48,192.168.110.176,7995,8443,TCP,26322067,23865217,9723,3576,2025-12-30T06:27:53.550463,success,high
FLOW_002164,DEV_00128,DEV_00020,192.168.48.48,192.168.187.246,32125,139,TCP,18036674,26852909,2144,2681,2025-12-28T11:27:53.550500,success,medium
FLOW_002165,DEV_00081,DEV_00003,192.168.3.67,192.168.132.152,0,0,ICMP,22808712,44641856,9019,2338,2025-12-28T07:27:53.550537,blocked,low
FLOW_002166,DEV_00102,DEV_00029,192.168.36.185,192.168.198.139,63826,53,DNS,10592957,7315442,6754,1626,2025-12-29T17:27:53.550574,blocked,high
